instrText.started,instrText.stopped,endInstructions.keys,endInstructions.rt,endInstructions.started,endInstructions.stopped,loop_practice.label,loop_practice.startVal,loop_practice.startValSd,loop_practice.stim_diam_degs,loop_practice.SF,loop_practice.TF,loop_practice.stepSizes,loop_practice.maxVal,loop_practice.minVal,loop_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisN,loop_practice.direction,loop_practice.stepSize,loop_practice.stepType,loop_practice.intensity,loop_practice.response,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,loop_trial.label,loop_trial.startVal,loop_trial.startValSd,loop_trial.stim_diam_degs,loop_trial.SF,loop_trial.TF,loop_trial.stepSizes,loop_trial.maxVal,loop_trial.minVal,loop_trial.thisIndex,loop_trial.thisRepN,loop_trial.thisN,loop_trial.direction,loop_trial.stepSize,loop_trial.stepType,loop_trial.intensity,loop_trial.response,ori,correctAns,resp,resp.rt,thanksMsg.started,thanksMsg.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,Gender,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,4,3,start,4,lin,0.6208133388349599,0,0,"['up', 'down']",left,0.9667715029790998,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,5,4,start,4,lin,0.6970220577784352,0,0,"['up', 'down']",left,1.1489052909892052,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,6,5,start,4,lin,0.766132170465703,0,90,"['left', 'right']",down,0.6928320189472288,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,7,6,start,4,lin,0.829101658011879,0,0,"['up', 'down']",left,0.4459063340909779,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,8,7,start,4,lin,0.8861233823457599,0,90,"['left', 'right']",down,0.5142503860406578,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,9,8,start,4,lin,0.9401684654187881,0,0,"['up', 'down']",left,0.35546640306711197,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,10,9,start,4,lin,0.9897191052016314,0,90,"['left', 'right']",down,0.5379288890399039,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,11,10,start,4,lin,1,0,0,"['up', 'down']",left,0.5466474969871342,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,12,11,start,4,lin,1,0,90,"['left', 'right']",down,0.4426782049704343,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,13,12,start,4,lin,1,1,90,"['left', 'right']",left,0.2620521909557283,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,14,13,start,4,lin,1,0,90,"['left', 'right']",down,0.7614310579374433,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,15,14,start,4,lin,1,0,90,"['left', 'right']",down,0.6078980059828609,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,16,15,start,4,lin,1,0,0,"['up', 'down']",left,0.8453972050920129,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,17,16,start,4,lin,1,0,0,"['up', 'down']",left,0.6809991719201207,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,18,17,start,4,lin,1,1,90,"['left', 'right']",left,0.3716196489986032,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,19,18,start,4,lin,1,0,0,"['up', 'down']",left,0.6744251810014248,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,20,19,start,4,lin,1,1,0,"['up', 'down']",down,0.5008010701276362,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,21,20,start,4,lin,1,0,0,"['up', 'down']",left,0.9903802250046283,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,22,21,start,4,lin,1,0,0,"['up', 'down']",left,0.5871923549566418,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,23,22,start,4,lin,1,0,90,"['left', 'right']",down,0.7606526350136846,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,24,23,start,4,lin,1,0,90,"['left', 'right']",down,0.7031396951060742,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,25,24,start,4,lin,1,0,0,"['up', 'down']",left,1.0004067542031407,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,26,25,start,4,lin,1,0,0,"['up', 'down']",left,0.8774690448772162,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,27,26,start,4,lin,1,0,90,"['left', 'right']",down,0.7516796130221337,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,28,27,start,4,lin,1,0,90,"['left', 'right']",down,0.5819779231678694,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,29,28,start,4,lin,1,0,90,"['left', 'right']",down,0.844946414930746,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,30,29,start,4,lin,1,0,0,"['up', 'down']",left,1.4164782010484487,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,1,0,start,4,lin,0.25,0,0,"['up', 'down']",left,1.293276387033984,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,2,1,start,4,lin,0.42423828244673845,0,90,"['left', 'right']",down,0.6858047300484031,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,3,2,start,4,lin,0.5329717988169411,0,90,"['left', 'right']",down,1.1839638659730554,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,4,3,start,4,lin,0.6208133388349599,0,0,"['up', 'down']",left,0.6453251310158521,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,5,4,start,4,lin,0.6970220577784352,0,0,"['up', 'down']",left,0.6421091230586171,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,6,5,start,4,lin,0.766132170465703,0,90,"['left', 'right']",down,0.48539435490965843,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,7,6,start,4,lin,0.829101658011879,0,0,"['up', 'down']",left,0.4793926519341767,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,8,7,start,4,lin,0.8861233823457599,0,90,"['left', 'right']",down,0.5703096492215991,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,9,8,start,4,lin,0.9401684654187881,0,0,"['up', 'down']",left,0.6486995278391987,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,10,9,start,4,lin,0.9897191052016314,0,90,"['left', 'right']",down,0.9006507920566946,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,11,10,start,4,lin,1,0,90,"['left', 'right']",down,0.5418813209980726,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,12,11,start,4,lin,1,0,90,"['left', 'right']",down,0.5656780540011823,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,13,12,start,4,lin,1,0,0,"['up', 'down']",left,0.5643046421464533,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,14,13,start,4,lin,1,0,90,"['left', 'right']",down,0.6110438881441951,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,15,14,start,4,lin,1,0,0,"['up', 'down']",left,0.49626390915364027,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,16,15,start,4,lin,1,0,0,"['up', 'down']",left,0.8175672071520239,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,17,16,start,4,lin,1,0,90,"['left', 'right']",down,0.7494644320104271,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,18,17,start,4,lin,1,0,90,"['left', 'right']",down,1.181189932860434,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,19,18,start,4,lin,1,0,90,"['left', 'right']",down,0.6672595499549061,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,20,19,start,4,lin,1,0,0,"['up', 'down']",left,0.9741105528082699,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,21,20,start,4,lin,1,0,90,"['left', 'right']",down,0.636408232152462,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,22,21,start,4,lin,1,0,90,"['left', 'right']",down,1.0322053770069033,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,23,22,start,4,lin,1,0,90,"['left', 'right']",down,0.5237496208865196,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,24,23,start,4,lin,1,0,90,"['left', 'right']",down,0.435723212081939,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,25,24,start,4,lin,1,0,0,"['up', 'down']",left,0.5359955499880016,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,26,25,start,4,lin,1,0,90,"['left', 'right']",down,0.46397639182396233,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,27,26,start,4,lin,1,0,90,"['left', 'right']",down,0.7386596768628806,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,28,27,start,4,lin,1,0,90,"['left', 'right']",down,0.7785538290627301,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,29,28,start,4,lin,1,0,90,"['left', 'right']",down,0.48104654205963016,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,30,29,start,4,lin,1,0,0,"['up', 'down']",left,1.235807958059013,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,1,0,start,4,lin,0.25,0,0,"['up', 'down']",left,0.9028247389942408,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,2,1,start,4,lin,0.42423828244673845,0,90,"['left', 'right']",down,0.6317026279866695,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,3,2,start,4,lin,0.5329717988169411,0,90,"['left', 'right']",down,0.5795157798565924,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,4,3,start,4,lin,0.6208133388349599,0,90,"['left', 'right']",down,0.49824746791273355,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,5,4,start,4,lin,0.6970220577784352,0,0,"['up', 'down']",left,0.6275215670466423,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,6,5,start,4,lin,0.766132170465703,0,0,"['up', 'down']",left,0.615893536945805,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,7,6,start,4,lin,0.829101658011879,0,90,"['left', 'right']",down,0.5170729169622064,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,8,7,start,4,lin,0.8861233823457599,0,90,"['left', 'right']",down,0.5661996228154749,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sf_1.2_tf_4,0.25,0.2,3.5,1.2,4,"[4, 2, 2, 1]",1,0,0,9,8,start,4,lin,0.9401684654187881,0,90,"['left', 'right']",down,0.9892099630087614,,,,,,,F,20191031093942,2019_Oct_31_0939,contrast_sensitivity_task,3.2.4,59.60418084476931,
