instrText.started,instrText.stopped,endInstructions.keys,endInstructions.rt,endInstructions.started,endInstructions.stopped,loop_practice.label,loop_practice.startVal,loop_practice.startValSd,loop_practice.pThreshold,loop_practice.max_contr,loop_practice.minVal,loop_practice.maxVal,loop_practice.stim_diam_degs,loop_practice.SF,loop_practice.TF,loop_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisN,loop_practice.direction,loop_practice.stepSize,loop_practice.stepType,loop_practice.intensity,Gender,Participant,date,expName,psychopyVersion,frameRate,
19.151946683999995,None,space,2.835813767000218,19.151946683999995,None,,,,,,,,,,,,,,,,,,f,20191101161643,2019_Nov_01_1616,contrast_sensitivity_task,3.2.4,59.752148804538606,
,,,,,,practice,1,0.1,0.82,0.95,0,1,3.5,1.2,4,0,1,0,start,4,log,1,,,,,,,
