instrText.started,instrText.stopped,endInstructions.keys,endInstructions.rt,endInstructions.started,endInstructions.stopped,loop_practice.label,loop_practice.startVal,loop_practice.startValSd,loop_practice.pThreshold,loop_practice.max_contr,loop_practice.minVal,loop_practice.maxVal,loop_practice.stim_diam_degs,loop_practice.SF,loop_practice.tf,loop_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisN,loop_practice.direction,loop_practice.stepSize,loop_practice.stepType,loop_practice.intensity,Gender,Participant,date,expName,psychopyVersion,frameRate,
17.354672774999926,None,space,0.45827134999854024,17.354672774999926,None,,,,,,,,,,,,,,,,,,f,20191101160734,2019_Nov_01_1607,contrast_sensitivity_task,3.2.4,59.892267824356296,
,,,,,,practice,1,0.1,0.82,0.95,0,1,3.5,12,4,0,1,0,start,4,log,1,,,,,,,
